name,artist,id,acousticness,energy,tempo,valence
不可逆リプレイス,MY FIRST STORY,7lFzS8uBjpXckGjQQcpJrW,0.000143,0.931,99.955,0.365
ブラック・スワン,MY FIRST STORY,3oQ5Sd3C0WIU1L7nhkVqwh,0.000112,0.978,92.507,0.449
Zero Gravity,MY FIRST STORY,09lnZwGkn3E87OW3OQY89Y,0.000627,0.955,149.96,0.0761
The Puzzle,MY FIRST STORY,5RlrAVmBJWKzPUCwatuSrB,0.000494,0.981,95.036,0.352
plastic,MY FIRST STORY,6cFSP0fdTe5OHoz3VcPaaO,0.0173,0.903,89.991,0.911
君の唄,MY FIRST STORY,39aNGGEDoh1CCPWCM49Tp0,0.028,0.658,109.955,0.17
アンダードッグ feat.JESSE (The BONEZ / RIZE),MY FIRST STORY,4OCyRfOf2ftfyEhQUjaGQx,0.00016,0.954,114.933,0.522
アンダーグラウンド,MY FIRST STORY,7J5rQ68rXTv7zD1pM5baio,0.00306,0.958,97.941,0.487
Someday,MY FIRST STORY,0KzVMAlNszLJd00MTYYKqv,0.00426,0.924,90.062,0.273
Drive Me,MY FIRST STORY,2Dhww8whqDBWiwsROZO3of,0.00298,0.924,179.89,0.3
Sink Like a Stone,SWANKY DANK,5HMXCirRFXQ2pVHHzkK32d,1.07e-05,0.952,195.715,0.528
レイメイ,Sayuri,1s0QbmRVJ6AK4ICc44tJtB,0.00116,0.983,185.116,0.241
絶対絶命,MY FIRST STORY,4inxbinGBe0quHygAxlDNd,8.29e-05,0.987,169.813,0.236
MEMORIES,MY FIRST STORY,3NfKXjvzsP17Tra55CffOO,0.000577,0.967,90.04,0.447
The Story Is My Life,MY FIRST STORY,4uYwtW4P4AjfxgKtNQqJBR,1.34e-05,0.983,104.955,0.47
Calling you,MY FIRST STORY,4kZRun5ZCHUTcxSJeDmYue,0.00312,0.98,95.012,0.24
Room,MY FIRST STORY,6l4823YeFbd00tL4snuUFP,0.00326,0.952,114.951,0.258
mine,MY FIRST STORY,7tEPVlqhrK9Stc7rIQzFyk,0.0114,0.797,115.065,0.316
"""Boom""",MY FIRST STORY,0CkARTGv97YSA0TuWRpHGd,5.45e-05,0.978,199.918,0.192
2 FACE,MY FIRST STORY,1zsv3SI1GqYvrj7zhva1tK,0.000306,0.992,102.491,0.235
Warning,MY FIRST STORY,0GmeA0tDBzkGnMh8Aj1yiF,0.00129,0.948,185.269,0.232
Bullet radio,MY FIRST STORY,1Y56IAL1JGA6sWcL3GMO2p,0.000537,0.973,187.131,0.297
アイデンティティー,MY FIRST STORY,1oe5T289Oiv3s6a2QAxAyr,0.000676,0.987,114.959,0.425
Second Limit,MY FIRST STORY,1GkjM3YFmgiE23gyezCySh,0.00071,0.959,95.074,0.264
モノクロエフェクター,MY FIRST STORY,0NzuuN5h8jtjgcwmcbj4b4,0.00241,0.956,150.025,0.327
ACCIDENT,MY FIRST STORY,3elIRsmkUWTGrqEuAasoRt,0.000272,0.923,119.99,0.664
Starting Over,MY FIRST STORY,17esqdA9frJM7oNzo3yIil,0.0117,0.908,99.004,0.672
CRAZY BEAUTIFUL NIGHT,MY FIRST STORY,1BvsiUIXqmq0i7Fa8cC3LV,0.00155,0.924,130.067,0.32
「花」 -0714-,MY FIRST STORY,3iASGIFlQ3RbavXMPobRuW,0.00807,0.641,129.957,0.306
Awake,MY FIRST STORY,0NT0IWL13l990vIlg8Ovjd,6.89e-05,0.981,104.926,0.25
MINORS,MY FIRST STORY,4Jt1Py3kXJOjYUDO9rmz4M,0.0205,0.95,104.834,0.3
悪戯フィクション,MY FIRST STORY,4byBkXmWNi1crfk8oYIhrD,0.000292,0.961,91.491,0.392
告白,MY FIRST STORY,05dNly5n36DhY8tY0qLNBw,0.662,0.471,134.948,0.401
Last Kiss,MY FIRST STORY,06ohbV2jDn2TzWbgFk2K2e,0.557,0.538,149.408,0.223
証,MY FIRST STORY,3QQHpIDed2ecBxyCxCWaIb,0.046,0.911,100.016,0.721
Love Letter,MY FIRST STORY,7oXAeN67tvfKQ7yYuhtfgv,0.0273,0.788,99.877,0.399
One Light,MY FIRST STORY,7cAYn9T8eGyPT9IfaISuLD,0.0306,0.902,180.052,0.342
PARADOX,MY FIRST STORY,6V6ED9h3ps0gzcClRMxSKu,0.0432,0.779,130.005,0.514
Last Call,MY FIRST STORY,7xhmLKPZ5VhqEGXv9w8iOd,0.00014,0.988,100.169,0.134
The Storyteller,MY FIRST STORY,4XpQLcNHiDBfx4IfLSX5HP,0.00182,0.872,144.981,0.44
Tomorrowland,MY FIRST STORY,5wtCtFclIHifYjT3XVuvnI,5.18e-05,0.986,141.014,0.236
lonely,MY FIRST STORY,0M6E9d9UvGGU0AsRAhXvJP,0.0057,0.88,135.996,0.136
King & Ashley,MY FIRST STORY,3TeMXdcKef8xeWrjepm2IP,0.000127,0.957,107.556,0.444
LEADER,MY FIRST STORY,7aL1ICSO4JYdRzQcxQ96lz,0.00301,0.97,180.292,0.28
Gift,MY FIRST STORY,1Oi7pxV2W8axzozwWeRwHQ,0.000116,0.943,139.995,0.498
SAVIOR OF SONG(feat.MY FIRST STORY),NANO,6iova3wpxlyVLi5h21h67k,0.000341,0.91,96.038,0.611
Listen,MY FIRST STORY,5rtulpUZ7hinDGwe46ondS,0.0127,0.886,120.001,0.429
Dreaming of you,MY FIRST STORY,61AYCZrkESwuQKUULP0fgF,0.164,0.716,119.924,0.689
Still,MY FIRST STORY,1kWx9bzXhVKOc63PnPsI12,0.0529,0.879,174.978,0.228
Where come from…,MY FIRST STORY,4x8mobA7K3JzrH90itIOFb,0.000143,0.949,74.805,0.554
EXPERIENCE,MY FIRST STORY,3S0jB9xr5VuasxwxhuaZeA,9.91e-05,0.978,187.098,0.493
REMEMBER,MY FIRST STORY,0f8lDzu9KNm7rvFebADLYS,0.0159,0.938,129.984,0.249
